nom,date_naissance,num_deptmt,num_circo,groupe_sigle,place_en_hemicycle,nb_mandats,mandat
Jean-Michel Couve,1940-01-03,83,4,les republicains,171.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Louis Christ,1951-01-24,68,2,les republicains,138.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Paul Chanteguet,1949-12-09,36,1,parti socialiste,418.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Alain Moyne-Bressand,1945-07-30,38,6,les republicains,173.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jacqueline Maquet,1949-05-13,62,2,parti socialiste,511.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Michel Zumkeller,1966-01-21,90,2,union des democrates et independants,243.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Marie-Line Reynaud,1954-07-17,16,2,parti socialiste,537.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Philippe Martin,1953-11-22,32,1,parti socialiste,503.0,2,"[2014, 2015, 2016, 2017]"
Pierre Lequiller,1949-12-04,78,4,les republicains,186.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Dominique Dord,1959-09-01,73,1,les republicains,188.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Gilbert Le Bris,1949-03-03,29,8,parti socialiste,510.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Bernard Gérard,1953-08-29,59,9,les republicains,53.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
François Pupponi,1962-07-31,95,8,parti socialiste,444.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Luc Reitzer,1951-12-29,68,3,les republicains,162.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Michel Herbillon,1951-03-06,94,8,les republicains,185.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Philippe Houillon,1951-12-15,95,1,les republicains,184.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Alain Claeys,1948-08-25,86,1,parti socialiste,346.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
François Rochebloine,1945-10-31,42,3,union des democrates et independants,201.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Louis Dumont,1944-04-06,55,2,parti socialiste,506.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Patrice Martin-Lalande,1947-12-02,41,2,les republicains,125.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Bernard Perrut,1957-01-24,69,9,les republicains,203.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Édouard Courtial,1973-06-28,60,7,les republicains,41.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Georges Fenech,1954-10-26,69,11,les republicains,141.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
Michèle Tabarot,1962-10-13,06,9,les republicains,182.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Alain Bocquet,1946-05-06,59,20,democratie et republique,592.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Christophe Cambadélis,1951-08-14,75,16,parti socialiste,424.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Nicole Ameline,1952-07-04,14,4,les republicains,83.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Michel Lefait,1946-05-20,62,8,parti socialiste,513.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Bernard Lesterlin,1949-09-18,03,2,parti socialiste,576.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Alain Marty,1946-03-07,57,4,les republicains,235.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jacques Myard,1947-08-14,78,5,les republicains,165.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Pascal Deguilhem,1956-02-09,24,1,parti socialiste,264.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
Arnaud Richard,1971-04-30,78,7,union des democrates et independants,222.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Charles Taugourdeau,1953-07-17,49,3,les republicains,223.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Lionnel Luca,1954-12-19,06,6,les republicains,195.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
François-Xavier Villain,1950-05-31,59,18,union des democrates et independants,317.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Éric Woerth,1956-01-29,60,4,les republicains,22.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Philippe Gosselin,1966-10-23,50,1,les republicains,227.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Alfred Marie-Jeanne,1936-11-15,972,1,democratie et republique,591.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Patrick Balkany,1948-08-16,92,5,les republicains,102.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jacques Valax,1951-08-23,81,2,parti socialiste,526.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
André Schneider,1947-01-03,67,3,les republicains,164.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Laurence Arribagé,1970-05-25,31,3,les republicains,151.0,2,"[2014, 2015, 2016, 2017]"
Jean-Pierre Decool,1952-10-19,59,14,les republicains,35.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-François Copé,1964-05-05,77,6,les republicains,181.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Patrick Gille,1962-01-28,37,1,parti socialiste,329.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Joël Giraud,1959-10-14,05,2,parti radical de gauche,286.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Alain Rodet,1944-06-04,87,1,parti socialiste,520.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Chantal Berthelot,1958-09-12,973,2,parti socialiste,248.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Henri Emmanuelli,1945-05-31,40,3,parti socialiste,432.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Corinne Erhel,1967-02-03,22,5,parti socialiste,522.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Claude Mathis,1939-08-15,10,2,les republicains,197.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Bertrand Pancher,1958-06-05,55,1,union des democrates et independants,233.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Bérengère Poletti,1959-10-14,08,1,les republicains,98.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Delphine Batho,1973-03-23,79,2,parti socialiste,453.0,1,"[2013, 2014, 2015, 2016, 2017]"
Pascale Crozon,1944-05-29,69,6,parti socialiste,260.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Laurent Wauquiez,1975-04-12,43,1,les republicains,104.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Pierre Morel-A-L'Huissier,1958-12-21,48,1,les republicains,215.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Marie Sermier,1961-03-05,39,3,les republicains,226.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Daniel Vaillant,1949-07-19,75,17,parti socialiste,508.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Marie-Noëlle Battistel,1956-08-20,38,4,parti socialiste,259.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Jacques Guillet,1946-10-16,92,8,les republicains,180.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Martine Faure,1948-09-30,33,12,parti socialiste,344.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Rémi Delatte,1956-06-09,21,2,les republicains,198.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Michel Destot,1946-09-02,38,3,parti socialiste,536.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
Marie-George Buffet,1949-05-07,93,4,democratie et republique,593.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Dominique Baert,1959-10-24,59,8,parti socialiste,498.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jacques Kossowski,1940-10-11,92,3,les republicains,15.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Henri Jibrayel,1951-09-18,13,7,parti socialiste,437.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Patrick Labaune,1951-06-13,26,1,les republicains,217.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Guénhaël Huet,1956-07-30,50,2,les republicains,228.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Pierre-Alain Muet,1945-01-01,69,2,parti socialiste,430.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Bernard Deflesselles,1953-10-16,13,9,les republicains,88.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Philippe Nauche,1957-07-15,19,2,parti socialiste,357.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Gilles Carrez,1948-08-29,94,5,les republicains,176.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Bernard Roman,1952-07-15,59,1,parti socialiste,424.0,2,"[2012, 2013, 2014, 2015, 2016]"
Philippe Briand,1960-10-26,37,5,les republicains,177.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Dominique Le Mèner,1958-11-12,72,5,les republicains,8.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Christophe Lagarde,1967-10-24,93,5,union des democrates et independants,212.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Jacques Candelier,1945-03-07,59,16,democratie et republique,586.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Sylvia Pinel,1977-09-28,82,2,parti radical de gauche,271.0,2,"[2016, 2017]"
Jean-Louis Borloo,1951-04-07,59,21,union des democrates et independants,212.0,2,"[2012, 2013, 2014]"
Benoist Apparu,1969-11-24,51,4,les republicains,14.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Serge Janquin,1943-08-05,62,10,parti socialiste,512.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Michel Liebgott,1958-02-15,57,8,parti socialiste,551.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Michel Pajon,1949-06-30,93,3,parti socialiste,499.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Catherine Lemorton,1961-06-20,31,1,parti socialiste,429.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Marc Goua,1940-03-03,49,2,parti socialiste,414.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Geneviève Levy,1948-02-24,83,1,les republicains,110.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jacques Dellerie,1947-01-28,76,9,parti socialiste,402.0,2,"[2016, 2017]"
Serge Letchimy,1953-01-13,972,3,parti socialiste,255.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Franck Marlin,1964-09-30,91,2,les republicains,9.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Laurence Dumont,1958-06-02,14,2,parti socialiste,411.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Bernard Accoyer,1945-08-12,74,1,les republicains,93.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Christophe Sirugue,1966-08-14,71,5,parti socialiste,356.0,3,"[2012, 2013, 2014, 2015, 2016]"
Valérie Boyer,1962-06-11,13,1,les republicains,134.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
Gisèle Biémouret,1952-06-16,32,2,parti socialiste,337.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Lionel Tardy,1966-06-07,74,2,les republicains,216.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Paul Bacquet,1949-03-11,63,4,parti socialiste,331.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Geneviève Fioraso,1954-10-10,38,1,parti socialiste,497.0,3,"[2015, 2016, 2017]"
Gérard Bapt,1946-02-04,31,2,parti socialiste,351.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Arlette Grosskost,1953-07-19,68,5,les republicains,76.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Pierre Door,1942-04-01,45,4,les republicains,119.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Michel Piron,1943-03-15,49,4,union des democrates et independants,244.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
François Loncle,1941-10-21,27,4,parti socialiste,253.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Philippe Goujon,1954-04-30,75,12,les republicains,19.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
Martial Saddier,1969-10-15,74,3,les republicains,124.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Fernand Siré,1945-03-31,66,2,les republicains,12.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Edouard Philippe,1970-11-28,76,7,les republicains,239.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Éric Straumann,1964-08-17,68,1,les republicains,137.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Philippe Meunier,1966-03-16,69,13,les republicains,144.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Daniel Goldberg,1965-08-24,93,10,parti socialiste,436.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Manuel Valls,1962-08-13,91,1,parti socialiste,420.0,2,[2017]
Yves Durand,1946-06-06,59,11,parti socialiste,343.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Guillaume Garot,1966-05-29,53,1,parti socialiste,345.0,2,"[2014, 2015, 2016, 2017]"
Yves Albarello,1952-03-17,77,7,les republicains,117.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Marie-Jo Zimmermann,1951-04-29,57,3,les republicains,36.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Laurent Cathala,1945-09-21,94,2,parti socialiste,353.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Conchita Lacuey,1943-09-30,33,4,parti socialiste,531.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Germinal Peiro,1953-09-15,24,4,parti socialiste,364.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-François Mancel,1948-03-01,60,2,les republicains,169.0,2,"[2013, 2014, 2015, 2016, 2017]"
Jean-Michel Villaumé,1946-03-27,70,2,parti socialiste,249.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Yves Le Bouillonnec,1950-09-15,94,11,parti socialiste,373.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Alain Gest,1950-12-27,80,4,les republicains,205.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Kléber Mesquida,1945-08-03,34,5,parti socialiste,362.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Christian Kert,1946-07-25,13,11,les republicains,86.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Claude Guibal,1941-01-13,06,4,les republicains,187.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Huguette Bello,1950-08-24,974,2,democratie et republique,594.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Claude Greff,1954-06-02,37,2,les republicains,16.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Guy Delcourt,1947-07-13,62,3,parti socialiste,623.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
Antoine Herth,1963-02-14,67,5,les republicains,163.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean Launay,1952-07-24,46,2,parti socialiste,419.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
Gwendal Rouillard,1976-04-20,56,5,parti socialiste,514.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Patricia Adam,1953-04-15,29,2,parti socialiste,442.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Sauveur Gandolfi-Scheit,1947-01-19,2B,1,les republicains,118.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Martine Martinel,1953-09-26,31,4,parti socialiste,519.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Luc Chatel,1964-08-15,52,1,les republicains,90.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Michèle Delaunay,1947-01-08,33,2,parti socialiste,609.0,2,"[2014, 2015, 2016, 2017]"
Alain Suguenot,1951-09-17,21,5,les republicains,147.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Patrick Ollier,1944-12-17,92,7,les republicains,175.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Yannick Favennec,1958-08-12,53,3,union des democrates et independants,199.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Christophe Guilloteau,1958-06-18,69,10,les republicains,145.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Michel Sordi,1953-11-09,68,4,les republicains,77.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
André Chassaigne,1950-07-02,63,5,democratie et republique,587.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Romain Colas,1979-11-22,91,9,parti socialiste,473.0,2,"[2014, 2015, 2016, 2017]"
Marine Brenier,1986-08-11,06,5,les republicains,152.0,2,"[2016, 2017]"
Arnaud Viala,1974-12-04,12,3,les republicains,32.0,2,"[2015, 2016, 2017]"
Olivier Carré,1961-03-16,45,1,les republicains,63.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Luc Warsmann,1965-10-22,08,3,les republicains,82.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Pierre Morange,1956-09-08,78,6,les republicains,20.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Guy Geoffroy,1949-05-26,77,9,les republicains,95.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Yves Jégo,1961-04-17,77,3,union des democrates et independants,209.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Philippe Plisson,1951-01-12,33,11,parti socialiste,438.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Stéphane Demilly,1963-06-26,80,5,union des democrates et independants,193.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Alain Marleix,1946-01-02,15,2,les republicains,3.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Colette Langlade,1956-06-20,24,3,parti socialiste,261.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Marie-Françoise Clergeau,1948-05-02,44,2,parti socialiste,416.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
Nicolas Dhuicq,1960-11-29,10,1,les republicains,13.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Marie-Lou Marcel,1953-08-21,12,2,parti socialiste,534.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Dominique Raimbourg,1950-04-28,44,4,parti socialiste,348.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Olivier Dassault,1951-06-01,60,1,les republicains,100.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Aurélie Filippetti,1973-06-17,57,1,parti socialiste,574.0,2,"[2014, 2015, 2016, 2017]"
Élisabeth Guigou,1946-08-06,93,6,parti socialiste,417.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Lucien Degauchy,1937-06-11,60,5,les republicains,52.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Damien Meslot,1964-11-11,90,1,les republicains,127.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Dominique Orliac,1952-03-15,46,1,parti radical de gauche,285.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Frédéric Reiss,1949-11-12,67,8,les republicains,136.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Marie-Christine Dalloz,1958-01-10,39,2,les republicains,105.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Hervé Mariton,1958-11-05,26,3,les republicains,75.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Catherine Quéré,1948-03-16,17,3,parti socialiste,505.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Christian Estrosi,1955-07-01,06,5,les republicains,89.0,4,"[2012, 2013, 2014, 2015, 2016]"
Patrick Weiten,1954-07-01,57,9,union des democrates et independants,232.0,2,"[2016, 2017]"
Frédérique Massat,1964-01-14,09,1,parti socialiste,409.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Céleste Lett,1951-05-07,57,5,les republicains,213.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Henri Plagnol,1961-02-11,94,1,union des democrates et independants,220.0,2,[2012]
Yves Fromion,1941-09-15,18,1,les republicains,2.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Michel Ménard,1961-05-20,44,5,parti socialiste,423.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Marc Francina,1948-02-02,74,5,les republicains,126.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Pierre Giran,1947-01-09,83,3,les republicains,113.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Gérard Charasse,1944-03-26,03,3,parti radical de gauche,270.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Régine Povéda,1957-08-24,47,2,parti socialiste,474.0,2,"[2014, 2015, 2016, 2017]"
Christian Hutin,1961-01-18,59,13,parti socialiste,496.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Dominique Bussereau,1952-07-13,17,4,les republicains,178.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Axel Poniatowski,1951-08-03,95,2,les republicains,179.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Guy Chambefort,1944-10-14,03,1,parti socialiste,380.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
Bruno Le Maire,1969-04-15,27,1,les republicains,97.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Frédéric Cuvillier,1968-12-09,62,5,parti socialiste,581.0,2,"[2014, 2015, 2016, 2017]"
Bernard Debré,1944-09-30,75,4,les republicains,10.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Patrick Devedjian,1944-08-26,92,13,les republicains,79.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
George Pau-Langevin,1948-10-19,75,15,parti socialiste,356.0,2,"[2016, 2017]"
Philippe Duron,1947-06-19,14,1,parti socialiste,367.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Frédéric Poisson,1963-01-22,78,10,les republicains,60.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Catherine Coutelle,1945-04-02,86,2,parti socialiste,258.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean Glavany,1949-05-14,65,1,parti socialiste,341.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Claude Bartolone,1951-07-29,93,9,parti socialiste,494.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
René Rouquet,1946-02-15,94,9,parti socialiste,352.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
Rudy Salles,1954-07-30,06,3,union des democrates et independants,304.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Arnaud Robinet,1975-04-30,51,1,les republicains,158.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Dino Cinieri,1955-07-09,42,4,les republicains,116.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
François Sauvadet,1953-04-20,21,4,union des democrates et independants,212.0,2,"[2012, 2013, 2014, 2015, 2016]"
William Dumas,1942-01-23,30,5,parti socialiste,349.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Yves Censi,1964-02-08,12,1,les republicains,174.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Didier Quentin,1946-12-23,17,5,les republicains,106.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Geneviève Gaillard,1947-05-13,79,1,parti socialiste,450.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Serge Grouard,1959-03-19,45,2,les republicains,166.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Guy Teissier,1945-04-04,13,6,les republicains,167.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
Christophe Priou,1958-05-02,44,7,les republicains,17.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jean-Yves Le Déaut,1945-02-01,54,6,parti socialiste,463.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Marietta Karamanli,1964-12-18,72,2,parti socialiste,334.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Philippe Cochet,1961-05-23,69,5,les republicains,146.0,3,"[2012, 2013, 2014, 2015, 2016, 2017]"
François Vannson,1962-10-20,88,3,les republicains,1.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Jacques Pélissard,1946-03-20,39,1,les republicains,84.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Marylise Lebranchu,1947-04-25,29,4,parti socialiste,464.0,2,"[2016, 2017]"
Michel Vauzelle,1944-08-15,13,16,parti socialiste,254.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Christophe Caresche,1960-09-02,75,18,parti socialiste,371.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
Régis Juanico,1972-02-05,42,1,parti socialiste,342.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Yves Nicolin,1963-03-05,42,5,les republicains,189.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Éric Jalton,1961-09-16,971,1,parti socialiste,393.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Odile Saugues,1943-01-26,63,1,parti socialiste,530.0,2,"[2012, 2013, 2014, 2015, 2016, 2017]"
Franck Gilard,1950-11-01,27,5,les republicains,5.0,1,"[2012, 2013, 2014, 2015, 2016, 2017]"
